code,Station,Latitude,Longitude,is_junction
HW,HARIDWAR JN,29.947787,78.154899,TRUE
INDM,Indore Junction MG,22.717139,75.868072,TRUE
IHP,INCHHAPURI,28.319499,76.7189807,FALSE
HWX,HABAIPUR,25.871926,92.985863,FALSE
HMRR,HAMARAPUR,18.81964,73.086161,FALSE
HIND,HIND,29.53038883,77.36347438,FALSE
HTNL,HITNAL,15.335637,76.291469,FALSE
HJL,HEJJALA,12.8482855,77.41841687,FALSE
JGNR,Jogendranagar,23.812162,91.310464,FALSE
HVR,HAVERI,14.7943,75.410686,FALSE
JDL,JAGDEVWALA,28.31085828,73.45574981,FALSE
HEI,HEGGERE HALT,13.341342,77.048296,FALSE
HHL,HIREHALI,13.28157594,77.18876395,FALSE
JDP,Jadabpur,22.495442,88.374697,FALSE
JHD,Jehanabad,25.224705,84.989964,FALSE
HRM,Hadmadiya,20.934947,70.841154,FALSE
HDM,Hirdamali,21.342807,80.197137,FALSE
JARI,Jari,24.587316,72.061232,FALSE
HTW,Hathua,26.36890188,84.34025274,FALSE
HLV,Haliyuru,14.222474,76.336804,FALSE
BETI,Bhetasi,22.421624,73.032237,FALSE
KMNR,Kamalnagar,18.240644,77.178835,FALSE
JKL,Jalal Khali,23.347508,88.513628,FALSE
HPLE,Hatpuraini,25.15582554,86.98506958,FALSE
JGN,Jagraon,30.801197,75.472759,FALSE
HPA,Hampapura,12.479685,76.394664,FALSE
IAM,Mai Halt,25.15663244,84.98781945,FALSE
JHDC,Jehanabad Court,25.20114348,84.98415623,FALSE
JOR,Jalor,25.35418,72.63429,FALSE
JBP,JABALPUR,23.164636,79.950919,FALSE
IRN,Irgaon,23.421551,84.783251,FALSE
JHK,JETHUKE,30.288215,75.318381,FALSE
JNA,JULANA,29.120124,76.396508,FALSE
IDJ,IDALHOND,15.70792852,74.5181454,FALSE
IDL,INDALVAI,18.548665,78.244351,FALSE
JJR,JEJURI,18.286557,74.171451,FALSE
JRBM,JIRIBAM,24.79884918,93.12437581,FALSE
JRNA,Jirania,23.827373,91.431986,FALSE
JCY,JIND CITY,29.309693,76.317477,FALSE
JDNX,JOGINDER NAGAR,31.988433,76.788887,FALSE
IGL,IRINGAL,11.548117,75.608869,FALSE
AILM,AILAM,29.27199471,77.29153494,FALSE
JONR,Jeonara Ph,22.467657,80.073534,FALSE
JAK,Jakanur,15.845019,75.650291,FALSE
IBL,INDRABIL,23.445294,86.781647,FALSE
JOS,JOGESHWARI,19.136551,72.849066,FALSE
JDN,JAGUDAN,23.521841,72.401649,FALSE
JGG,JANGIGANJ,25.30531731,82.35067155,FALSE
JMNR,Jamner,20.80642761,75.77482302,FALSE
JTG,Jatinga,25.13258515,93.00795844,FALSE
JTP,Jetpur,21.735313,70.615184,FALSE
JMRA,Jamira,24.307199,92.527405,FALSE
JBB,Jambur,21.032797,70.593046,FALSE
ITKY,Itky,23.3522114,85.12709598,FALSE
JJN,Jhunjhunun,28.10688406,75.39017865,FALSE
JBU,Jabugam,22.28593,73.7605,FALSE
JTTN,Jorhat Town,26.750692,94.217106,FALSE
JBW,Jhabelwali,30.510447,74.602033,FALSE
JSA,Jasai,25.716785,71.24586,FALSE
IDAR,Idar,23.835435,73.01088,FALSE
JLLO,Jhilo,27.850784,75.890113,FALSE
HZR,Hafizpur,28.671653,77.785833,FALSE
JK,Jakolari,32.218706,75.545676,FALSE
JPO,Jora Alapur,26.344599,77.802358,FALSE
JPV,Jamtara Paraswara,23.091964,79.960351,FALSE
JRJ,JARGAON,28.560472,78.768653,FALSE
JTRD,JATH ROAD,17.2166,75.110555,FALSE
KCB,KUSLAMB,18.274834,75.777193,FALSE
KCNR,KACHNARA ROAD,23.829547,75.101751,FALSE
JWO,JAWAD ROAD,24.557577,74.764389,FALSE
JYM,JAI SAMAND ROAD,24.22064,73.86827,FALSE
KEG,KARENGI,28.346844,79.041353,FALSE
JSM,JAISALMER,26.91655,70.928239,FALSE
JID,JAGI ROAD,26.126114,92.197461,FALSE
JKN,JAKHANIAN,25.740942,83.369563,FALSE
KEQ,KACHHPURA,23.168783,79.903128,FALSE
JRS,JORAVASAN,20.729778,72.96576,FALSE
JLR,JETALSAR JN,21.729374,70.57391,TRUE
JHT,JUNEHTA,22.78247,78.596143,FALSE
KB,KHAIRATABAD,27.521338,80.740844,FALSE
JIR,JIRA ROAD,21.450312,71.345267,FALSE
JJT,JAI JAI WANTI,29.16948,76.369265,FALSE
JKP,JHAREKAPUR,27.680642,80.728934,FALSE
JSB,Yamuna South Bank,25.902334,80.226651,FALSE
JPH,JHANTIPAHARI,23.353363,86.904491,FALSE
JNKR,Janakinagar,25.881604,87.116949,FALSE
KAGR,KAGANGARH,29.83946,75.739115,FALSE
KFP,Kukra Khapa,21.825569,78.897525,FALSE
JYP,JEYPORE,18.896375,82.554679,FALSE
JKHI,Jakhod Khera,29.209394,75.57373,FALSE
KCO,Kachhia Bridge,27.944171,78.863805,FALSE
KAVI,Kavi,22.47229105,88.39808403,FALSE
JNK,Jhinkpani,22.42001063,85.77066198,FALSE
KAI,KAIRLA,25.84743545,73.1955095,FALSE
JPM,JIYAPURAM,10.873546,78.606343,FALSE
JRG,Jugpura,21.668795,86.912796,FALSE
JOH,Juharpura,28.199319,74.84733,FALSE
JOK,Jodhka,29.493382,75.218369,FALSE
JTDM,Jatdumri Halt,25.47449293,85.0950628,FALSE
VI,Villianur,11.919269,79.757506,FALSE
JKS,Jaksi,23.22230252,72.107648,FALSE
KBGH,Karea Kadambagachhi,22.705299,88.534887,FALSE
JRL,Jharili,28.50653,76.374648,FALSE
JHWR,Jhawar,32.002349,75.377777,FALSE
KAJ,Kaliyaganj,25.6393,88.330404,FALSE
KBE,KUREBHAR,26.409469,82.111598,FALSE
KGM,KATHGODAM,29.266583,79.54633,FALSE
KDGI,KUDGI,16.530215,75.811482,FALSE
KHHJ,Khatkar Kalan,31.166967,76.02555,FALSE
KDLG,KUNDALGARH,24.02828,73.81051,FALSE
KCF,KALCHINI,26.687507,89.447487,FALSE
JVA,JAVALE,17.298963,75.157805,FALSE
JUA,JARAUNA,25.55713,82.399136,FALSE
JSP,JAYASINGPUR,16.791339,74.551613,FALSE
KBI,KAMBRGANVI,15.459597,74.875061,FALSE
KDMR,KODIYAR MANDIR,21.739201,72.004602,FALSE
KIQ,Khai Phemeki,30.901617,74.551218,FALSE
JWP,JWALAPUR,29.928457,78.120775,FALSE
KBR,KABRAI,25.38519122,80.0382403,FALSE
KCR,KHONKER,25.316453,77.578988,FALSE
KGW,KARIGANURU,15.251727,76.43343,FALSE
KBL,KOPPAL,15.353868,76.143959,FALSE
KGI,KENGERI,12.918047,77.48431,FALSE
KBU,KASU BEGU,30.856795,74.671641,FALSE
KGX,KANGINHAL,15.447817,75.719041,FALSE
KHAR,KHAR,19.069166,72.840078,FALSE
KILE,KANDIVLI,19.204551,72.852098,FALSE
JTY,JETHI,24.291967,72.507154,FALSE
JSD,Jaisingder,25.755537,70.358859,FALSE
KKGT,Kalkalighat,24.58042021,92.29527176,FALSE
BOMN,Bommagundanakere,14.59167,76.68023,FALSE
KAY,Karaimadai,11.238611,76.957617,FALSE
KKK,Khakharia,21.653052,70.932064,FALSE
KALI,Kaili,28.785394,77.75277,FALSE
KKAE,Kaikala,22.83998676,88.09337895,FALSE
JTH,Jhoktahal Singh,30.80909,74.495544,FALSE
JRX,Juriagaon,26.441079,92.644475,FALSE
KGKD,Kang Khurd,31.126338,75.213236,FALSE
KARH,Kakraha Rest House,27.998447,81.420529,FALSE
KLCR,Katlicherra,24.453018,92.547042,FALSE
KHGR,Kashinagar Halt,21.90539421,88.20132346,FALSE
KCHV,Kachchanvilai,8.579344,78.022519,FALSE
KDBM,Khed Brahma,24.029406,73.041259,FALSE
JTS,Jatusana,28.331448,76.521104,FALSE
KHNM,Kunda Harnamganj,25.714175,81.509547,FALSE
KI,KONDAPALLI,16.623242,80.546693,FALSE
KII,KILLE,11.43755,79.722552,FALSE
KLPG,KAMALPURGRAM,23.166227,83.080298,FALSE
KFA,KOPARIA,25.661041,86.59816,FALSE
KHDI,KHANDERI,22.361076,70.716676,FALSE
KHC,KHORANA,22.39349,70.829991,FALSE
KDU,KADAMBUR,9.002019,77.863633,FALSE
KDN,KUDATINI,15.21516,76.763569,FALSE
KKB,KARAK BEL,22.992315,79.341259,FALSE
KJG,KARAJGI,14.851426,75.407636,FALSE
KEB,KARAMBELI,20.316435,72.901534,FALSE
KEZ,Kelzar,19.98294,79.56394,FALSE
KEP,Kelanpur,22.233139,73.277017,FALSE
KDHL,Kundhela,22.227958,73.28142,FALSE
KESR,Kesri Singhpur,29.950589,73.61854,FALSE
KLMC,KALAMBOLI,19.035625,73.114809,FALSE
KGQ,KASARAGOD,12.491175,74.987652,FALSE
KLRD,KALI ROAD,23.097473,72.577873,FALSE
KNGT,KARNAWAS,28.130539,76.590073,FALSE
PSL,PARISAL,27.669476,76.615266,FALSE
AJE,ANJAR,23.1194723,70.0366109,FALSE
KHA,Khaigaon,22.011786,76.481257,FALSE
KHLL,KETOHALLI,12.758926,77.335544,FALSE
KLNA,KOLHANA HALT,24.810754,85.188728,FALSE
KJP,Khojeepura,25.918097,76.851134,FALSE
KLKR,Kalikapur,22.412606,88.47503,FALSE
KLW,Kalwan Halt,22.076525,88.256019,FALSE
KDRI,Kendri,21.131542,81.729967,FALSE
KKNA,Khunkhuna,27.277761,74.49286,FALSE
KNBR,Kanaibazar,24.63874,92.326722,FALSE
KHRA,Khachera,27.53075992,75.64891224,FALSE
KLOD,Kelod,21.470222,78.891017,FALSE
KHTU,Khatu,27.116118,74.331631,FALSE
KFV,Kundara East,8.969608,76.691337,FALSE
KLZ,Keolari,22.374838,79.90885,FALSE
KLE,Kaithal,29.792735,76.397796,FALSE
KKNH,Karukhirharnagar Halt,25.891166,86.616491,FALSE
SLHP,SULAH HIMACHAL PRADESH,32.070953,76.475805,FALSE
KKZ,Kottarakara,9.000279,76.765986,FALSE
KIY,Kalayat,29.6794838,76.22818105,FALSE
KIJ,Kuldiha,22.3331028,86.2766409,FALSE
KMRD,KALAMB ROAD,18.371892,76.04934,FALSE
KMC,KAMAREDDI,18.32586,78.335858,FALSE
KLB,KIRAOLI,27.133898,77.785812,FALSE
KNVT,KINWAT,19.618502,78.202435,FALSE
KJLU,KHARI JHALU,29.331864,78.218904,FALSE
KHV,KARAINTHI,29.01382031,76.48178155,FALSE
KIU,KINANA,29.227482,76.336659,FALSE
KLWN,KALWAN,29.701333,75.952638,FALSE
KKP,KOT KAPURA,30.578496,74.818173,FALSE
KLT,KULITALAI,10.932727,78.420893,FALSE
KKET,KAMRUP KHETRI,26.12717846,92.08187667,FALSE
KM,KALEEM,15.293341,74.188843,FALSE
KNP,KHANAPUR,15.63793441,74.49975681,FALSE
PRSR,Paharsar,28.76442995,75.41038357,FALSE
KMLI,KAMLI,23.863182,72.375949,FALSE
SHIV,SHINDAWANE,18.434555,74.163601,FALSE
KKW,KANKAVALI,16.2587773,73.7198709,FALSE
KMQ,KUMBLA,12.590263,74.943503,FALSE
KLQ,Kilikollur,8.918295266,76.632794,FALSE
KNDL,Khandel,26.95294722,75.27987777,FALSE
KHRK,Kharak,28.83755,76.308694,FALSE
KPKD,Khapri Kheda,21.279557,79.113667,FALSE
KOTI,Koti,30.852821,76.994519,FALSE
KKTA,Kollikhutaha,25.18966,86.987831,FALSE
KKRL,Kakrala,30.367615,76.074534,FALSE
KJY,Khurja City,28.252454,77.841161,FALSE
KQI,KALACHAND,25.339051,93.13312,FALSE
KPV,KASHIPUR,29.204978,78.96071,FALSE
KNKT,KANAKOT,22.488122,70.876238,FALSE
KODI,KODI,19.710119,76.005253,FALSE
KNO,KUNDGOL,15.258352,75.250168,FALSE
KTHU,KATHUA,32.397897,75.551922,FALSE
KTF,KOT FATTEH,30.120716,75.087931,FALSE
KRH,KHAIRTHAL,27.79732442,76.64170412,FALSE
KODR,Kodinar,20.797371,70.695807,FALSE
KQS,Kailaras,26.30466145,77.62065939,FALSE
KUG,KUSUGALI,15.392095,75.233643,FALSE
KSG,KISHANGARH,26.588968,74.855553,FALSE
KRJR,KARJARA,24.808297,85.151844,FALSE
KRTR,KAROTA PATRI HALT,25.15240866,86.03773708,FALSE
KOL,KOLAD,18.392294,73.223871,FALSE
KRMI,KARMALI,15.4902129,73.9246644,FALSE
KRMG,Kumaramangalam,10.696433,78.724107,FALSE
KPQ,KANNAPURAM,11.984076,75.31381,FALSE
KRHR,Kharar,30.72629362,76.63604203,FALSE
KRJA,Karanja,20.49182575,77.48152183,FALSE
KRON,Karona Halt,25.26339654,85.00541058,FALSE
KTGM,Kayasthagram,24.721172,92.353216,FALSE
KNGR,Kashinagar Halt,18.85686445,83.87569621,FALSE
KRBO,Karaboh,22.05458,79.262358,FALSE
KPA,Kanchrapara,22.946024,88.451231,FALSE
KRXM,Krishnamohan Halt,22.330258,88.449759,FALSE
KRX,Kurud,20.833165,81.696451,FALSE
KRDH,Koradih,21.249152,79.101401,FALSE
KTPM,Kotturpuram,13.013835,80.248209,FALSE
KRP,Krishnapur,24.406331,88.256132,FALSE
KUTL,Kuwanthal,25.498041,73.918994,FALSE
KRKN,Karkend,23.765615,86.369799,FALSE
KTBR,Kasturba Nagar,13.005609,80.248086,FALSE
KNAD,Kanad,21.64925104,71.92634027,FALSE
KRC,Kiroda,26.991165,74.311248,FALSE
KRO,KURAWAN,22.191568,76.888706,FALSE
KSAE,KOSAI,19.63950239,78.33454615,FALSE
KTLA,KATKOLA JN,21.85217992,69.88413571,TRUE
KRGA,KURANGA,22.061244,69.171715,FALSE
KRCD,KHARWA CHANDA,24.417763,73.794095,FALSE
VR,VIRAR,19.454407,72.811737,FALSE
KTI,KANTI,26.198944,85.285092,FALSE
KSU,KUSHTAUR,23.430416,86.498336,FALSE
KTGD,KOTH GANGAD,22.62827495,72.30168871,FALSE
KTO,KATORA,23.31159271,82.71121878,FALSE
KSD,KESHOD,21.297662,70.252274,FALSE
KSA,KHASA,31.610411,74.714584,FALSE
KQY,KHARIKATIA,26.615923,94.248092,FALSE
KS,KHETA SARAI,25.96577458,82.68866362,FALSE
KTR,KOTHAR,24.980982,73.123647,FALSE
KWDP,Kakdwip,21.8796,88.193879,FALSE
NMT,NAMTIALI,26.851588,94.619336,FALSE
KRKP,KYARKOP,15.442249,74.967948,FALSE
KUD,KUDACHI,16.62608,74.858687,FALSE
KRG,KOREGAON,17.690976,74.147622,FALSE
KQK,KOTIKULAM,12.423507,75.024008,FALSE
KTKR,Kumtha Khurd,18.42183894,77.00929615,FALSE
KTU,KUTTIPPURAM,10.845724,76.033397,FALSE
KRNI,KRISHNAI,26.070884,90.682568,FALSE
KUHI,Kuhi,21.007558,79.35072,FALSE
KTAL,Kathalal,22.899659,72.986389,FALSE
KUTR,Kulathur,10.57217515,78.79207688,FALSE
LAT,Lathi,21.73935,71.386531,FALSE
KWF,Katwa,23.639805,88.123575,FALSE
KYH,Khairah,25.861013,84.760114,FALSE
KYP,Kalyanpur,22.343456,88.414597,FALSE
KTNA,Kathana,22.235721,72.752631,FALSE
KRUR,Keeranur,10.576655,78.787292,FALSE
KTWS,Kathuwas,28.13310677,76.34379414,FALSE
KRY,Kadiri,14.114788,78.165591,FALSE
KUMB,KUMARBAGH,26.874522,84.51158,FALSE
LAK,LAKHO,25.41636,86.205004,FALSE
KVK,KAVATHE MAHANKL,17.007517,74.944911,FALSE
KXO,KUDIKADU,10.775636,79.241642,FALSE
LKPR,Lakshmikantpur,22.110055,88.321958,FALSE
LAL,LUSHALA,21.3918244,70.3262904,FALSE
KWJ,KHOJEWALA,31.359247,75.474956,FALSE
KXH,KAPURTHALA,31.366846,75.382724,FALSE
LING,Ling,25.29039182,87.3615835,FALSE
KZS,KUAKHERA HALT,28.546471,78.766517,FALSE
KVE,KAVALANDE,12.033304,76.799272,FALSE
KWM,KAMPUR,26.16060113,92.65778727,FALSE
KZW,KATAR SINGHWALA,30.15413,75.010844,FALSE
KZTW,KULITTURAI WEST,8.323734,77.209792,FALSE
LNH,Lachhmangarh Sikar,27.832586,75.034114,FALSE
KUTI,Khumtai,26.626404,93.864273,FALSE
LDE,Lokdhikhera,21.582533,78.855877,FALSE
KZC,Kulukkalur,10.868287,76.239443,FALSE
LDM,Ledarmer,25.055439,72.347019,FALSE
KYI,Kalyani,22.969219,88.467499,FALSE
KUDN,Kudni,29.77770882,75.8447012,FALSE
KXT,Ketti,11.381409,76.736915,FALSE
LIR,Lachmipur,27.25415,83.379037,FALSE
LIG,Linga,21.963575,78.936403,FALSE
LDK,Ladhuka,30.49849,74.119614,FALSE
KYBR,Khairatiya Bandh Road,28.272292,81.081765,FALSE
LEDO,Ledo,27.288435,95.725374,FALSE
LBO,Latabor,20.789828,81.26577,FALSE
KYY,Kariha,31.146278,76.068043,FALSE
KYS,Kusumkasa,20.637273,81.087812,FALSE
KTYR,Kottaiyur,10.112077,78.786317,FALSE
LGL,Lalgola,24.421152,88.257513,FALSE
KVH,Khambhel,23.610866,72.042973,FALSE
LKN,LAKHMINIA,25.426072,86.309269,FALSE
LNP,LANGARPETH,17.084723,74.967125,FALSE
LMNR,LAKSHMIBAI NAGAR,22.742296,75.858526,FALSE
LHBK,LOTHAL BHURKI,22.55299,72.222393,FALSE
LPNR,LAJPAT NAGAR,28.57927,77.244136,FALSE
MCPK,Chepauk,13.061372,80.28015,FALSE
LSR,LASUR,19.926081,75.011489,FALSE
LNA,LAMANA,26.244934,74.46563,FALSE
LOG,LOHGARA,25.25045,81.73019,FALSE
DTRA,DANTRA,26.772569,75.149207,FALSE
LBTL,Lebutala,22.666791,88.640107,FALSE
LTD,LATHIDAD,22.090056,71.702802,FALSE
LLU,LALRU,30.479756,76.7941,FALSE
LPJ,LALPUR JAM,22.19453758,69.95242026,FALSE
LTA,Lamta,22.13903773,80.12442932,FALSE
LHA,LEHRA GAGA,29.937832,75.810079,FALSE
RRME,RANCHI ROAD,23.665992,85.511603,FALSE
LKSH,LAKSHMINARAYANAPURAM,16.600703,81.592567,FALSE
LWR,ALNAVAR JN,15.424244,74.738116,TRUE
LKZ,LAKADIYA,23.339664,70.586745,FALSE
LTR,LAKHTAR,22.873403,71.776727,FALSE
LPR,LILAPUR ROAD,22.954447,71.862567,FALSE
LMO,LILIYA MOTA,21.540317,71.372863,FALSE
LMN,Lachhmanpur,26.050472,81.257263,FALSE
LPN,LAOPANI,26.20030765,92.59598917,FALSE
LKA,LANKA,25.914426,92.958001,FALSE
MCPT,Chintadripet,13.07406,80.274188,FALSE
LKG,LAMSAKHANG,25.796536,93.046846,FALSE
LCT,LANGCHOLIET,25.75932294,93.30463568,FALSE
LPTA,LONGPATIA,27.07973072,95.09533631,FALSE
LHL,LAHOAL,27.4525,94.999525,FALSE
MANU,Manu,23.98819254,91.99893175,FALSE
MAK,Mallikpur,22.396985,88.433315,FALSE
LKW,Lakhewali,30.447834,74.341781,FALSE
LNO,Lohna Road,26.220882,86.229057,FALSE
LHW,Loharwara,27.19839,75.67687,FALSE
LTK,Lathikata,22.131808,84.894961,FALSE
LRI,Lihuri Halt,18.913242,83.849833,FALSE
LHLL,Lahli,28.854317,76.445338,FALSE
MAAR,Malhar,27.20411634,72.37553643,FALSE
LCH,Linch,23.52671793,72.35548371,FALSE
MDR,MADHIRA,16.921826,80.366849,FALSE
MDB,MANDOR,26.350708,73.042126,FALSE
TUY,THIRUTHURAIYUR,11.823788,79.534813,FALSE
MDL,MANDAL,25.43963174,74.59395891,FALSE
MDPR,MODPUR,22.26258786,69.81170376,FALSE
MDRA,MEDRA,23.13609,72.712778,FALSE
MFR,Mandla Fort,22.586017,80.355908,FALSE
MDHA,Madhada,21.6080009,71.90539758,FALSE
MAUR,MAUR,30.062746,75.22772,FALSE
MDF,MURADI,23.593092,86.80929,FALSE
MDLA,MUNDLANA,29.212025,76.757452,FALSE
VU,VAGHPURA,23.781878,71.349966,FALSE
MEM,MAU AIMMA,25.698324,81.91377,FALSE
MEQ,MALETHU KANAK,26.60377,82.124891,FALSE
MBS,MADHOSINGH,25.249931,82.552278,FALSE
MDVB,Mandar Vidyapith Halt,24.83440298,87.0202585,FALSE
MCF,Manik Chauree Halt,21.004164,81.783198,FALSE
MCU,Mulacalacheruvu,13.802188,78.264829,FALSE
MD,MADAR,26.465014,74.687227,FALSE
MBNL,Marwar Bhinmal,25.000633,72.275398,FALSE
MADR,MADURE,15.812975,73.808967,FALSE
MANK,MANKI,14.17443888,74.49323616,FALSE
MAJN,MANGALORE JN,12.866193,74.88006,TRUE
MBY,MANDI DABWALI,29.966227,74.700155,FALSE
MAHE,MAHE,11.699227,75.546967,FALSE
MDD,MALAD,19.187089,72.84917,FALSE
MGKM,Mungiakami,23.88383025,91.71010898,FALSE
MDLE,Mandar Hill,24.80607806,87.02615831,FALSE
AJL,Ajitwal,30.807611,75.339818,FALSE
MDBP,Madhabpur,22.119207,88.347323,FALSE
AJN,Ajnod,22.931326,75.738947,FALSE
MDCR,Masaudhi Court Halt,25.36628918,85.04390605,FALSE
MDGR,Manendragarh,23.219747,82.197734,FALSE
MG,Modelgram,30.891527,75.836183,FALSE
MEE,Methai,25.907006,86.724589,FALSE
MEW,Marhaura,25.969081,84.850984,FALSE
LYD,Layabad,23.773417,86.351907,FALSE
MIJ,Majhdia,23.414562,88.719031,FALSE
MBW,Malwara,24.79946917,72.2670081,FALSE
MHC,Masrakh,26.10222875,84.80854332,FALSE
MGVK,Malegaon Vyenku,21.37586,78.956134,FALSE
MFM,MAHALAM,31.018428,74.706748,FALSE
MET,MALERKOTLA,30.529403,75.871692,FALSE
MHOW,Mhow,22.55518,75.771097,FALSE
MINA,MIYANA,24.85653,77.472164,FALSE
MIQ,MIRHAKUR,27.15120354,77.86601225,FALSE
MLSR,Malsar,21.88940753,73.3164104,FALSE
MKP,MANIKPUR JN,25.063492,81.093657,TRUE
MES,MADURAI EAST,9.908505,78.134188,FALSE
MHRL,Mahrail,26.294081,86.284783,FALSE
MGLE,MANIGRAM,24.34285491,88.10788163,FALSE
MLH,MANAKLAO,26.485986,73.003204,FALSE
VV,VALIVADE,16.703574,74.298965,FALSE
MKI,BAPUDHAM MOTIHARI,26.65552,84.90525,FALSE
MHL,MAHWAL,26.30185841,85.12631435,FALSE
MHMB,MAHIMBA,19.419885,78.076322,FALSE
AJP,AJJAMPUR,13.7283327,76.0097415,FALSE
MHDP,Mahadevpara,23.677025,72.949202,FALSE
MIRA,MIRA ROAD,19.280299,72.856072,FALSE
MJO,MAJORDA,15.314045,73.922408,FALSE
MGRR,MAGARPUR,25.322705,78.858785,FALSE
MJE,MUJNAL,26.693328,89.191957,FALSE
MIH,MIHRAWAN,25.871178,82.694333,FALSE
MM,MUMBAI MAHIM JN,19.040547,72.846876,TRUE
MOAR,Manipur Bagan,24.400845,92.54072,FALSE
MJS,MANJESHWAR,12.724197,74.887582,FALSE
MGAE,Morgram,24.304919,88.018413,FALSE
MNGT,MYSORE NEW GOOD,12.338554,76.642542,FALSE
MHU,Manheru,28.701227,76.203117,FALSE
MJN,Makum Junction,27.485742,95.440958,TRUE
MLHS,Light House,13.044646,80.276539,FALSE
MGM,Muragacha,23.529636,88.421243,FALSE
MNDY,Mandaveli,13.027861,80.260507,FALSE
MHAD,Mohadi Pragane Laling,20.863002,74.779784,FALSE
MIW,Mighauna,28.24322,79.826515,FALSE
MIO,Molisar,28.13104,74.739025,FALSE
MHUA,Mahudha,22.817129,72.946947,FALSE
MLKH,Mulewal Khaihra,31.102966,75.299694,FALSE
MNME,Manamadurai East,9.697777,78.45435,FALSE
MNCR,Monacherra,24.611951,92.550058,FALSE
MJV,Manjhagarh,26.417226,84.504257,FALSE
MOTC,MOTICHUR,29.98115,78.177678,FALSE
MLHA,MALIYA HATINA,21.15957,70.299701,FALSE
MLB,MODNIMB,17.91654771,75.4055439,FALSE
MNL,MINCHNAL,16.971395,75.822432,FALSE
MKH,MALAKHERA,27.390236,76.618982,FALSE
MLG,MALHARGARH,24.265618,74.972666,FALSE
MKD,MARKUNDI,25.017393,80.947114,FALSE
MUE,MUDKHED,19.148087,77.509661,FALSE
MNDR,MANDI DHANAURA,28.953119,78.261498,FALSE
MLGT,MALLAPPA GATE,15.225027,77.387152,FALSE
MNQ,MAINPURI,27.216507,79.034774,FALSE
MLSA,MALLASANDRA,13.335173,77.015018,FALSE
MKS,Muktsar,30.47821,74.514271,FALSE
MPLR,MAHIPAL ROAD,24.28754539,88.19117116,FALSE
MKLI,MAKRAULI,28.946971,76.62755,FALSE
MNO,MEHNAR ROAD,25.6543078,85.50447769,FALSE
MRU,MUMBAI MATUNGA ROAD,19.028606,72.847143,FALSE
MMC,MAHAMANDIR,26.30874489,73.03793517,FALSE
MMY,MARWAR MATHANYA,26.532173,72.978778,FALSE
MTHP,MITHAPUR,22.411601,69.008695,FALSE
MON,Modran,25.187428,72.447631,FALSE
MNZ,MANANI,29.884915,77.498609,FALSE
AJRE,AUJARI,26.14464572,92.26680014,FALSE
MLN,MAILANI,28.284349,80.347318,FALSE
MNS,Manshahi,25.47568287,87.58812267,FALSE
MRJD,Marajdwa,27.043053,84.601916,FALSE
MLX,Mullanpur,30.83811,75.665016,FALSE
MPUR,New Madanpur,24.312218,87.226329,FALSE
MSQ,Marwar Ratanpur,24.67822,72.142853,FALSE
MMG,Madhyamgram,22.693938,88.452254,FALSE
MPML,Mohapani Mal,21.812143,78.910005,FALSE
MLTR,Melattur,11.06543,76.272805,FALSE
MQQ,Markahandi U Halt,22.049857,79.191328,FALSE
MQS,Malsian Shahkot,31.110293,75.354756,FALSE
MKDN,Morkadhana,22.11073,78.501566,FALSE
MSZ,MANSA,29.989695,75.402584,FALSE
MPLE,MAHIPAL,24.30631,88.162107,FALSE
MQL,MIRKHAL,19.20364111,76.91505737,FALSE
MTJR,MOTERJHAR,26.133968,89.864509,FALSE
MSOD,MASODHA,26.709217,82.125339,FALSE
MTJL,Motijheel,26.249743,78.142209,FALSE
MSDH,MASNADIH,26.958112,84.832613,FALSE
MSP,MANSURPUR,29.355377,77.719182,FALSE
MVJ,MAVLI JN,24.794585,73.973721,TRUE
NBA,Nabha,30.363819,76.146396,FALSE
MUT,MEERUT CANT,29.015997,77.686937,FALSE
MWT,MARWAR LOHWAT,26.981256,72.58927,FALSE
MTC,MEERUT CITY,28.97761,77.675106,FALSE
MUD,MURADNAGAR,28.759017,77.506774,FALSE
MSRP,MURHESI RAMPUR,27.412426,77.627418,FALSE
MTFA,MERTALA PHALEYA,23.479666,88.319686,FALSE
MRL,MAROLI,21.019949,72.889998,FALSE
MQ,Mannargudi,10.674541,79.455639,FALSE
MP,MELAPPALAIYAM,8.706718409,77.70185648,FALSE
MSD,BOMBAY MASJID,18.952385,72.838561,FALSE
MWW,MAHWA,27.48372,76.608871,FALSE
MX,Mumbai Mahalakshmi,18.982103,72.823908,FALSE
MYA,MANDYA,12.529176,76.897256,FALSE
MULK,MULKI,13.068517,74.804962,FALSE
MTMY,Thirumayilai,13.03497,80.267038,FALSE
MRTL,MIRTHAL,32.112895,75.608482,FALSE
MXO,MORTHALA,24.50260496,72.80341865,FALSE
MT,Matera,27.784934,81.553447,FALSE
MOBD,Moabund,26.66857,94.071748,FALSE
MSDL,Mahisadal,22.176299,88.010799,FALSE
MRG,Margherita,27.289315,95.6726,FALSE
MOM,Maman,28.330372,77.861087,FALSE
MTCN,Triplicane,13.054862,80.280206,FALSE
MUPA,MUPA,25.368686,93.122747,FALSE
NNKR,Nanaksar,30.803353,75.419984,FALSE
MPUE,MAINPURI KACHRI,27.227142,79.065632,FALSE
MUZ,MOHIUDDINPUR,28.885405,77.621531,FALSE
NEI,NEOLI,18.387703,76.303949,FALSE
